Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D2:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D3:6]-[C:7](-[C:8])=[O:9]>>[N;D3+:3](=[O;D1:4])(-[O;D1-:5])-[O;D1:10].[C;D2:1]:[C;D2:2]:[C;D3:6]-[C:7](-[C:8])=[O:9]$[C;D3:1]-[O;D2:2]-[C;D1:3]>>[C;D1:3]-[I;D1:4].[C;D3:1]-[O;D1:2]$[C;D3:1]:[C;D3:2](-[O;D1:3]):[C;D2:4]>>[C;D3:1]:[C;D3:2](:[C;D2:4])-[N;D1:5].[O;D1:3]=[N;D2:7]-[O;D1:6]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	1	1	1	CCc1cc([N+](=O)[O-])c(C(C)=O)cc1OC
[C;D2:1]:[C;D3:2](-[N;D3:3](-[C;D2:4])-[C;D2:5]):[C;D3:6]:[N:7]>>[C;D2:1]:[C;D3:2](:[C;D3:6]:[N:7])-[Br;D1:8].[N;D2:3](-[C;D2:4])-[C;D2:5]$[C;D2:1]:[C;D3:2](-[Br;D1:3]):[C;D3:4]:[N:5]>>[C;D2:1]:[C;D3:2](:[C;D3:4]:[N:5])-[N;D1:6].[Br;D0:3]$[C:1](:[C:2]):[N;D2:8]:[C;D3:4](:[C;D3:3])-[C;D3:5](:[C;D2:6]):[C;D2:7]>>[C:1](:[C:2]):[N;D2:8]:[C;D3:4](:[C;D3:3])-[Br;D1:9].[C;D3:5](:[C;D2:6])(:[C;D2:7])-[B;D3:11](-[O;D1:10])-[O;D1:12]$[C:1](:[C:2]):[N;D2:6]:[C;D3:4](:[C;D3:3])-[Br;D1:5]>>[Br;D1:5]-[Br;D1:7].[C:1](:[C:2]):[N;D2:6]:[C;D2:4]:[C;D3:3]	1	1	2912	COc1ccc(N2CCN(c3ccc(Cl)cc3)CC2)c(-c2ccc(N(C)C)cc2)n1
[C;D2:1]:[C;D3:2](-[O;D1:3]):[C;D2:4]>>[C;D2:1]:[C;D3:2](:[C;D2:4])-[Br;D1:5].[O;D0:3]$[C;D3:1]-[N;D3:2](-[C;D2:3]-[C;D2:4])-[S;D4:5]>>[C;D2:3](-[C;D2:4])-[Br;D1:6].[C;D3:1]-[N;D2:2]-[S;D4:5]$[C;D3:1]-[N;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D3:1]-[N;D1:2]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	1	1	1497	CNC(=O)c1c2cc(C3CC3)c(N(CCCO)S(C)(=O)=O)cc2nn1-c1ccc(O)cc1
[C;D2:1]:[C;D3:2](-[O;D1:3]):[C;D2:4]>>[C;D2:1]:[C;D3:2](:[C;D2:4])-[F;D1:5].[O;D0:3]$[C;D3:1]-[O;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Br;D1:5].[C;D3:1]-[O;D1:2]$[C;D2:1]:[C;D3:2](-[O;D1:3]):[C;D3:4]>>[C;D2:1]:[C;D3:2](:[C;D3:4])-[F;D1:5].[O;D0:3]$[C;D1:1]-[O;D2:2]-[C;D3:3]>>[C;D1:1]-[I;D1:4].[O;D1:2]-[C;D3:3]	1	1	1152	COc1cc(O)cc(OCc2ccccc2)c1[N+](=O)[O-]
[C;D2:1]:[C;D3:2](-[O;D1:3]):[C;D3:4]>>[C;D2:1]:[C;D3:2](:[C;D3:4])-[B;D3:6](-[O;D1:5])-[O;D1:7].[O;D1:3]-[O;D1:8]$[C;D2:1]:[C;D3:2](-[B;D3:3](-[O;D1:4])-[O;D1:5]):[C;D3:6]>>[C;D2:1]:[C;D3:2](:[C;D3:6])-[Br;D1:7].[B;D3:3]-1(-[O;D2:4]-[C;D4:13](-[C;D1:14])(-[C;D1:15])-[C;D4:16](-[O;D2:5]-1)(-[C;D1:17])-[C;D1:18])-[B;D3:12]-2-[O;D2:11]-[C:9](-[C:8])(-[C:10])-[C:20](-[O;D2:19]-2)(-[C:21])-[C:22]$[C;D2:1]:[C;D3:2](-[Br;D1:3]):[C;D3:4]>>[C;D2:1]:[C;D3:2](:[C;D3:4])-[N;D1:5].[Br;D1:3]-[Cu;D1:6]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	1	1	704	CCn1cc(C(=O)OC)c2cc(O)c(OC)cc2c1=O
[C;D2:1]:[C;D3:2]:1:[C;D3:3](-[O;D1:4]):[C;D2:5]:[N;D2:6]:[N;D2:7]:[C;D3:8]:1:[C;D2:9]>>[N;D2:6](=[O;D1:10])-[O;D1:11].[C;D2:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[C;D1:5]):[C;D3:8](-[N;D1:7]):[C;D2:9]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]$[C;D2:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D3:6]-[C:7](-[C:8])=[O:9]>>[N;D3+:3](=[O;D1:4])(-[O;D1-:5])-[O;D1:10].[C;D2:1]:[C;D2:2]:[C;D3:6]-[C:7](-[C:8])=[O:9]$[C;D3:1]-[O;D2:2]-[C;D1:3]>>[C;D1:3]-[I;D1:4].[C;D3:1]-[O;D1:2]	1	1	1	CCc1cc2nncc(O)c2cc1OC
[C;D2:1]:[C;D3:2]:1:[N;D2:3]:[C;D3:4](=[O;D1:5]):[N;D3:6](-[N;D2:7]):[C;D3:8](=[O;D1:9]):[C;D3:10]:1:[C;D2:11]>>[C;D2:1]:[C;D3:2](-[N;D1:3]):[C;D3:10](-[C;D3:8](=[O;D1:5])-[O;D2:9]-[C;D1:12]):[C;D2:11].[C;D2:4](-[Cl;D1:13])-[Cl;D1:14].[N;D1:6]-[N;D2:7]$[C;D3:1]:[C;D3:2](-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[N;D3:7]:1):[C;D2:8]>>[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[N;D3:7]:1)-[Sn;D4:13](-[C;D2:12]-[C:11]-[C:10]-[C:9])(-[C;D2:14]-[C:15]-[C:16]-[C:17])-[C;D2:18]-[C:19]-[C:20]-[C:21].[C;D3:1]:[C;D3:2](:[C;D2:8])-[I;D1:22]$[C;D3:1]:[C;D3:2](-[I;D1:3]):[C;D2:4]>>[I;D1:3]-[I;D1:5].[C;D3:1]:[C;D2:2]:[C;D2:4]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	1	1	5291	Cn1nccc1-c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(C)(F)F
[C;D3:1](-[C;D2:2]-[Cl;D1:3]):[C:4]:[N:5]>>[Cl;D1:3]-[S;D3:7](=[O;D1:6])-[Cl;D1:8].[C;D3:1](-[C;D2:2]-[O;D1:9]):[C:4]:[N:5]$[C;D3:1](-[C;D2:2]-[O;D1:3]):[C:4]:[N:5]>>[C;D3:1](-[C;D3:2](=[O;D1:3])-[O;D2:8]-[C;D2:7]-[C:6]):[C:4]:[N:5]$[C;D3:1]-[O;D2:2]-[C;D1:3]>>[C;D1:3]-[I;D1:4].[C;D3:1]-[O;D1:2]$[C:1]:[C;D3:2](-[O;D2:3]-[C;D2:4]-[C;D3:5]):[N:6]>>[C;D2:4](-[C;D3:5])-[Br;D1:7].[C:1]:[C;D3:2](-[O;D1:3]):[N:6]	1	1	829	COc1cc(C)nc(OCc2ccccc2)c1CCl
[C;D3:1](-[C;D2:2]-[N;D3:3](-[C;D2:4])-[C;D3:6](-[C:5])=[O:7]):[C:8]:[N:9]>>[C;D3:1](-[C;D2:2]-[Cl;D1:10]):[C:8]:[N:9].[N;D2:3](-[C;D2:4])-[C;D3:6](-[C:5])=[O:7]$[C;D3:1](-[C;D2:2]-[Cl;D1:3]):[C:4]:[N:5]>>[Cl;D1:3]-[S;D3:7](=[O;D1:6])-[Cl;D1:8].[C;D3:1](-[C;D2:2]-[O;D1:9]):[C:4]:[N:5]$[C;D3:1](-[C;D2:2]-[O;D1:3]):[C:4]:[N:5]>>[C;D3:1](-[C;D3:2](=[O;D1:3])-[O;D2:8]-[C;D2:7]-[C:6]):[C:4]:[N:5]$[C;D3:1]-[O;D2:2]-[C;D1:3]>>[C;D1:3]-[I;D1:4].[C;D3:1]-[O;D1:2]	1	1	829	COc1cc(C)nc(OCc2ccccc2)c1CN1CCc2c(Cl)cc(Br)c(Cl)c2C1=O
[C;D3:1](-[C;D3:2](-[C;D1:3])=[O;D1:4])-[C:5](=[O:6])-[N:7]>>[C;D3:1](-[C;D3:2](-[C;D1:3])-[O;D1:4])-[C:5](=[O:6])-[N:7]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:6].[N;D1:4]-[C;D3:5]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[C;D3:1](-[C:2](=[O:3])-[O:4])-[C;D3:5](-[C;D1:6])-[O;D1:7]>>[C;D3:1](-[C:2](=[O:3])-[O:4])-[C;D3:5](-[C;D1:6])=[O;D1:7]	1	1	6164	C=CCCCC(C(C)=O)C(=O)NC(C)c1nnc(Cc2ccc(OC)c(OC)c2)[nH]c1=O
[C;D3:1](-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D2:5]):[C:6]:[N:7]>>[C;D3:1](-[C;D3:2](=[O;D1:3])-[O;D1:8]):[C:6]:[N:7].[N;D1:4]-[C;D2:5]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[C;D2:1]-[C;D3:2]:1:[C;D2:3]:[C;D3:4](-[C;D3:5](=[O:6])-[O:7]):[C;D3:8](:[C;D3:9]):[N;D3:12]:1:[C;D2:11]:[C:10]>>[C;D2:1]-[C;D3:2](-[C;D2:3]=[O;D1:13])-[Br;D1:14].[C;D2:4](-[C;D3:5](=[O:6])-[O:7])-[C;D3:8](:[C;D3:9]):[N;D2:12]:[C;D2:11]:[C:10]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5](:[N:6]):[C:7]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](:[N:6]):[C:7])-[C;D3:11](-[O;D2:10]-[C:9]-[C:8])=[O;D1:12]	1	1	2923	CCOCCc1cc(C(=O)NCC2(O)CCCC(F)(F)C2)c2c(Cl)cccn12
[C;D3:1](-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5]):[C:6]:[N:7]>>[C;D3:1](-[C;D3:2](=[O;D1:3])-[O;D2:15]-[C;D3:14]:1:[C:13]:[C:12]:[C:11](-[N+:9](=[O:8])-[O-:10]):[C:17]:[C:16]:1):[C:6]:[N:7].[N;D1:4]-[C;D3:5]$[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D3:5](:[C;D2:6]):[C;D2:7]>>[C;D3:5](:[C;D2:6])(:[C;D2:7])-[O;D1:8].[C:1]-[C;D3:2](=[O:3])-[O;D1:4]$[C;D3:1](-[C;D3:2](=[O;D1:3])-[O;D1:4]):[C:5]:[N:6]>>[C;D3:1](-[C;D2:2]=[O;D1:3]):[C:5]:[N:6].[O;D0:4]$[C;D3:1](-[C;D2:2]=[O;D1:3]):[C:4]:[N:5]>>[C;D3:1](-[C;D2:2]-[O;D1:3]):[C:4]:[N:5]	1	1	249	COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(C(C)C)nn12
[C;D3:1](-[C;D3:2]:1:[N;D2:3]:[N;D2:4]:[N;D2:5]:[N;D2:6]:1):[C:7]:[N:8]>>[C;D3:1](-[C;D2:2]#[N;D1:3]):[C:7]:[N:8].[N;D1-:4]=[N;D2+:5]=[N;D1-:6]$[C;D3:1](-[C;D2:2]#[N;D1:3]):[C:4]:[N:5]>>[C;D3:1](-[C;D2:2]=[N;D2:3]-[O;D1:6]):[C:4]:[N:5]$[C;D3:1](-[C;D2:2]=[N;D2:3]-[O;D1:4]):[C:5]:[N:6]>>[C;D3:1](-[C;D2:2]=[O;D1:7]):[C:5]:[N:6].[N;D1:3]-[O;D1:4]$[C;D3:1](-[C;D2:2]=[O;D1:3]):[C:4]:[N:5]>>[C;D3:1](-[C;D2:2]-[O;D1:3]):[C:4]:[N:5]	1	1	9578	CCn1c(=O)c2cc(-c3nnn[nH]3)cn2c2ccccc21
[C;D3:1](-[N;D3:2](-[C;D1:3])-[S;D4:4]):[C:5]:[N:6]>>[C;D1:3]-[I;D1:7].[C;D3:1](-[N;D2:2]-[S;D4:4]):[C:5]:[N:6]$[C;D3:1](-[N;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6](:[N:7]):[C:8]):[C:9]:[N:10]>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6](:[N:7]):[C:8])-[Cl;D1:11].[C;D3:1](-[N;D1:2]):[C:9]:[N:10]$[C;D3:1](-[N;D1:2]):[C:3]:[N:4]>>[C;D3:1](-[N;D3+:2](=[O;D1:5])-[O;D1-:6]):[C:3]:[N:4]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[C;D3:6](:[C;D2:7]):[C;D3:9](:[C;D3:8]):[N;D2:10]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D1:5])=[N;D2:11]-[N;D2:10]-[C;D3:9](:[C;D2:6]:[C;D2:7]):[C;D3:8]	1	1	1935	CCOC(=O)c1cc2cc(OCCOC)cc(N(C)S(=O)(=O)c3ccccn3)c2[nH]1
[C;D3:1](:[N:2]):[C;D3:4](:[C;D2:3])-[Cl;D1:5]>>[Cl;D1:5]-[Cl;D1:6].[C;D3:1](:[N:2]):[C;D2:4]:[C;D2:3]$[C;D3:1](:[C;D2:2]:[C;D2:3]):[N:4]>>[C;D3:1](:[C;D3:2](:[C;D2:3])-[C;D2:6]#[N;D1:5]):[N:4]$[N:1]#[C;D2:2]-[C;D3:3]:1:[C;D2:4]:[C;D3:5](:[C;D3:6](-[C;D2:7]):[N;D2:9]:[C;D3:10]:1=[O;D1:11])-[C;D3:8]>>[C;D2:4](=[C;D3:5](-[C;D3:6](-[C;D2:7])=[O;D1:15])-[C;D3:8])-[N;D3:13](-[C;D1:12])-[C;D1:14].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:10](-[N;D1:9])=[O;D1:11]$[N;D3:1]-[C;D2:2]=[C;D3:3](-[C;D3:4](=[O:5])-[C:6])-[C;D3:7]>>[N;D3:1]-[C;D3:2](-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[C;D2:3](-[C;D3:4](=[O:5])-[C:6])-[C;D3:7]	1	1	1323	O=c1[nH]c2c(cc1Cl)-c1ccccc1CC2
[C;D3:1](:[N:2]):[N;D3:5](:[C;D3:4]:[C:3])-[C;D2:6]-[C;D3:7]>>[C;D2:6](-[C;D3:7])-[Br;D1:8].[C;D3:1](:[N:2]):[N;D2:5]:[C;D3:4]:[C:3]$[C;D2:1]-[C;D3:2]:1:[N;D2:3]:[C;D3:4]:2:[N;D2:5]:[C:6](:[C:7]):[C:8]:[C;D2:9]:[C;D3:10]:2:[C;D3:11](=[O;D1:12]):[N;D2:13]:1>>[C;D2:1]-[C;D3:2](=[O;D1:14])-[Cl;D1:15].[N;D1:3]-[C;D3:4]:1:[N;D2:5]:[C:6](:[C:7]):[C:8]:[C;D2:9]:[C;D3:10]:1-[C;D3:11](=[O;D1:12])-[N;D1:13]$[N:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[C;D3:6](:[C;D2:7]):[C;D3:9](:[C;D2:8]):[N;D2:10]:[C;D3:11]:1-[N;D1:12]>>[N:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[C;D3:6](:[C;D2:7]):[C;D3:9](:[C;D2:8])-[N;D3+:10](=[O;D1:13])-[O;D1-:14])-[C;D2:11]#[N;D1:12]$[N:1]#[C;D2:2]-[C;D3:3](=[C;D2:4]-[C;D3:5])-[C;D3:6](-[N:7])=[O:8]>>[C;D2:4](-[C;D3:5])=[O;D1:9].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:6](-[N:7])=[O:8]	1	1	3716	CCCc1nc2nc3ccccc3cc2c(=O)n1Cc1ccccc1
[C;D3:1]-1:[C;D3:2]-[B;D3:3](-[O;D1:4])-[O;D2:5]-[C;D3:6]-1-[C;D2:7]-[N;D3+:8]>>[C;D3:1](:[C;D3:2]-[B;D3:3]-1-[O;D2:4]-[C;D4:13](-[C;D4:10](-[C:9])(-[C:11])-[O;D2:12]-1)(-[C;D1:14])-[C;D1:15])-[C;D2:6]=[O;D1:5].[C;D1:7]-[N;D3+:8]$[C;D3:1]:[C;D3:5](:[C;D3:2]-[C:3]=[O:4])-[B;D3:6](-[O;D2:7])-[O;D2:8]>>[B;D3:6](-[O;D2:7])(-[O;D2:8])-[B;D3:13]-1-[O;D2:12]-[C:10](-[C:9])(-[C:11])-[C:15](-[O;D2:14]-1)(-[C:16])-[C:17].[C;D3:1]:[C;D3:5](:[C;D3:2]-[C:3]=[O:4])-[O;D2:21]-[S;D4:19](=[O:18])(=[O:20])-[C:22](-[F:23])(-[F:24])-[F:25]$[C;D3:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D4:6](-[F:7])(-[F:8])-[F:9]>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D4:6](-[F:7])(-[F:8])-[F:9])-[O;D2:13]-[S;D4:11](=[O:10])(=[O:12])-[C:14](-[F:15])(-[F:16])-[F:17].[C;D3:1]-[O;D1:2]$[C;D1:1]-[C;D2:2]-[O;D2:3]-[C;D3:4]>>[C;D1:1]-[C;D2:2]-[Br;D1:5].[O;D1:3]-[C;D3:4]	1	1	1050	CCOc1ccc(F)c2c1B(O)OC2C[N+](=O)[O-]
[C;D3:1]-1:[C;D3:2]-[O;D2:3]-[C;D4:4](-[C;D1:5])(-[C;D1:6])-[C;D3:7](=[O;D1:8])-[N;D2:9]-1>>[C;D4:4](-[C;D1:5])(-[C;D1:6])(-[C;D3:7](=[O;D1:8])-[O;D2:12]-[C;D2:11]-[C:10])-[Br;D1:13].[C;D3:1](:[C;D3:2]-[O;D1:3])-[N;D1:9]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]$[C;D2:1]:[C;D3:2](-[Br;D1:3]):[C;D3:4]>>[Br;D1:3]-[Br;D1:5].[C;D2:1]:[C;D2:2]:[C;D3:4]$[C;D2:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D3:6]>>[N;D3+:3](=[O;D1:4])(-[O;D1-:5])-[O;D1:7].[C;D2:1]:[C;D2:2]:[C;D3:6]	1	1	503	CCS(=O)(=O)c1cc(Br)c2c(c1)NC(=O)C(C)(C)O2
[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]	1	1	583	CC(C)(C)OC(=O)CCCCc1cc2cc(C#N)ccc2c(=O)n1-c1ccc(F)cc1
[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D2:3]-[C;D1:4])=[O;D1:5]	1	1	9672	CC(C)(C)OC(=O)N1CCC(Oc2cc(Br)cc(C#N)c2)CC1
[C;D3:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[Br;D1:4].[C;D3:1]-[C;D2:2]-[O;D1:5]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:5]-[C;D3:6])-[O;D2:7]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[C;D3:6])-[O;D2:7]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[C;D3:6])-[O;D2:7]>>[C;D2:5](-[C;D3:6])=[O;D1:8].[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[O;D2:7]	1	1	5502	CCOC(CBr)Cc1ccc(C)cc1
[C;D3:1]-[C;D2:2]-[Br;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:4].[Br;D0:3]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:6].[N;D1:4]-[C;D3:5]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:4]>>[Cl;D1:4]-[C;D3:8](-[C;D3:6](=[O:5])-[Cl:7])=[O;D1:9].[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:10]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	8059	CCCCCCCCCCCCCCOc1ccc(C(=O)Nc2cccc(CBr)c2)cc1
[C;D3:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D3:1]-[C;D2:2]-[Cl;D1:5].[C;D1:3]#[N;D1:4]$[C;D3:1]-[C;D2:2]-[Cl;D1:3]>>[Cl;D1:3]-[C;D2:5]-[Cl;D1:4].[C;D3:1]-[C;D2:2]-[O;D1:6]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D2:2]=[O;D1:3]$[C;D2:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[C;D2:5]>>[C;D2:3](=[O;D1:4])-[N;D3:7](-[C;D1:6])-[C;D1:8].[C;D2:1]:[C;D3:2](:[C;D2:5])-[I;D1:9]	1	1	2478	CCc1cc(CC#N)ccc1Br
[C;D3:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D3:1]-[C;D2:2]-[Cl;D1:5].[C;D1:3]#[N;D1:4]$[C;D3:1]-[C;D2:2]-[Cl;D1:3]>>[Cl;D1:3]-[S;D3:5](=[O;D1:4])-[Cl;D1:6].[C;D3:1]-[C;D2:2]-[O;D1:7]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:4]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:4]>>[Cl;D1:4]-[S;D3:6](=[O;D1:5])-[Cl;D1:7].[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:8]	1	1	725	CCC[C@@H]1CC[C@@H](c2ccc(CC#N)cc2)CC1
[C;D3:1]-[C;D2:2]-[C;D2:3]-[C;D3:4](=[O:5])-[N:6]>>[C;D3:1]-[C;D2:2]=[C;D2:3]-[C;D3:4](=[O:5])-[N:6]$[C;D3:1]-[C;D2:2]=[C;D2:3]-[C;D3:4](=[O:5])-[N:6]>>[C;D2:3](-[C;D3:4](=[O:5])-[N:6])-[P;D4:10](-[O;D2:9]-[C:8]-[C:7])(=[O;D1:11])-[O;D2:12]-[C:13]-[C:14].[C;D3:1]-[C;D2:2]=[O;D1:15]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]	1	1	1105	Nc1c(Cl)cc(CCC(=O)N2C(=O)OC[C@H]2Cc2ccccc2)cc1C(F)(F)F
[C;D3:1]-[C;D2:2]-[C;D3:3]>>[C;D3:1]-[C;D3:2](-[C;D3:3])=[O;D1:4]$[C;D3:1]:[C;D3:3](:[C;D2:2])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[Cl;D1:7].[C;D3:1]:[C;D2:3]:[C;D2:2]$[C;D3:1]-[C;D2:2]-[C;D3:3]>>[C;D3:1]-[C;D3:2](-[C;D3:3])=[O;D1:4]$[C;D2:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[C;D3:5]):[C;D3:6]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[Cl;D1:7].[C;D2:1]:[C;D2:2]:[C;D3:6]	1	1	5443	COc1cc(C[C@@H](C)NC(=O)C(F)(F)F)c(OC)cc1Cc1ccccc1
[C;D3:1]-[C;D2:2]-[Cl;D1:3]>>[Cl;D1:3]-[S;D3:5](=[O;D1:4])-[Cl;D1:6].[C;D3:1]-[C;D2:2]-[O;D1:7]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D2:2]=[O;D1:3]$[C;D3:1]:[C;D3:3](:[C;D3:2])-[C;D2:4]=[O;D1:5]>>[C;D3:1]:[C;D3:3](:[C;D3:2])-[Br;D1:6].[C;D2:4](=[O;D1:5])-[N;D3:8](-[C;D1:7])-[C;D1:9]$[C;D3:1]:[C;D3:3](:[C;D3:2])-[Br;D1:4]>>[C;D3:1]:[C;D3:3](:[C;D3:2])-[N;D1:5].[Br;D1:4]-[Cu;D1:6]	1	1	3899	Cc1cccc(C(C)C)c1CCl
[C;D3:1]-[C;D2:2]-[N;D1:3]>>[C;D3:1]-[C;D2:2]#[N;D1:3]$[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]$[C;D3:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]>>[C;D3:1]-[C;D3:2](=[O;D1:4])-[O;D2:6]-[C;D1:5].[N;D0:3]$[C;D1:1]-[O;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[O;D1:6].[C;D1:1]-[O;D1:2]	1	1	3745	Cc1ccc2cc(CN)ccc2n1
[C;D3:1]-[C;D2:2]-[N;D1:3]>>[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	1	1	1638	Cn1cc2c([C@@H]3C[C@H]3CN)cccc2n1
